Compound,119_1(raw),119_2(raw),119_3(raw),119_4(raw),119_5(raw),119_6(raw),173_1(raw),173_2(raw),173_3(raw),173_4(raw),173_5(raw),173_6(raw),212_1(raw),212_2(raw),212_3(raw),212_4(raw),212_5(raw),212_6(raw),232_1(raw),232_2(raw),232_3(raw),232_4(raw),232_5(raw),232_6(raw),281_1(raw),281_2(raw),281_3(raw),281_4(raw),281_5(raw),281_6(raw),293_1(raw),293_2(raw),293_3(raw),293_4(raw),293_5(raw),293_6(raw),318_1(raw),318_2(raw),318_3(raw),318_4(raw),318_5(raw),318_6(raw),345_1(raw),345_2(raw),345_3(raw),345_4(raw),345_5(raw),345_6(raw),346_1(raw),346_2(raw),346_3(raw),346_4(raw),346_5(raw),346_6(raw),372_1(raw),372_2(raw),372_3(raw),372_4(raw),372_5(raw),372_6(raw),374_1(raw),374_2(raw),374_3(raw),374_4(raw),374_5(raw),374_6(raw),440_1(raw),440_2(raw),440_3(raw),440_4(raw),440_5(raw),440_6(raw),639_1(raw),639_2(raw),639_3(raw),639_4(raw),639_5(raw),639_6(raw),649_1(raw),649_2(raw),649_3(raw),649_4(raw),649_5(raw),649_6(raw),H37Rv_1(raw),H37Rv_2(raw),H37Rv_3(raw),H37Rv_4(raw),H37Rv_5(raw),H37Rv_6(raw),Mass
199.1938@1.0090008,5934.986233,2687.325064,4829.161444,3193.309092,3736.644626,2238.461695,4128.255634,2730.609361,5074.909082,4036.93332,5071.597235,4265.454532,3345.004958,2844.460596,4159.191724,3410.234167,3803.413761,2743.631416,2690.499189,1479.319556,4632.066117,4049.295869,3174.876034,2733.399988,1847.703024,5465.98072,3291.084293,2433.350416,1934.876019,2833.895321,5289.894229,4850.625887,15212.97522,4353.13555,6821.018182,5949.745449,2813.375202,4189.018189,3413.142135,9033.451224,4935.134969,4604.345445,5622.107431,6927.684301,5802.561996,5610.300822,4587.386229,5340.454546,3363.146569,4207.074386,3687.842419,3033.02149,5409.297514,3986.618183,2697.057844,1768.214878,3090.666664,4729.376872,1586.683202,2852.217638,6391.943811,2926.52341,4647.16693,2043.065016,2667.048492,6607.550415,9313.515177,4909.563633,5858.359233,6113.968024,3675.539407,6600.340487,5978.431959,2366.65564,4042.347114,1797.914045,4668.787338,2403.087606,1775.042419,4067.890916,2856.094209,3476.063357,9685.92728,0.278787879,6622.537202,3918.085944,5238.029755,3898.062803,4720.537733,2995.164728,199.1938
531.1539@13.286991,0.137741047,0.088705234,0.116804408,0.096969697,882.7438011,0.083746556,0.121763085,0.103581267,0.121212121,0.121763085,0.136088154,0.145454545,954.0198344,0.127823691,1180.677683,0.096418733,0.098071625,0.084297521,1934.638028,1383.212118,2051.966943,0.114600551,2903.977962,1717.322858,0.053443526,2926.432509,0.073829201,692.1129485,0.066115702,896.0826461,2098.438022,3369.571344,19461.40167,1949.138849,8131.254546,16157.08759,1324.191733,0.131680441,1451.6033,4091.538836,2006.063354,1941.927269,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,1166.891464,11510.66668,1080.236362,1215.442425,0.123966942,0.096969697,6485.14158,5011.983478,5857.680436,11120.13391,2326.269982,6554.041338,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,4890.521225,3001.199998,4227.493116,1557.106331,2571.6518,8437.988969,1950.285401,1245.884294,2977.388435,1049.436912,1662.952621,0.211019284,0.139393939,2377.02645,3480.629745,0.280440771,0.278787879,0.278787879,2864.89422,0.171349862,0.205509642,1741.638564,0.177410468,0.127823691,531.1539
108.0939@1.1569992,3434.573007,2122.538839,2179.570253,2336.678789,5182.159776,2639.942685,4154.191171,4814.975196,3710.545448,4094.527259,3682.681535,6345.163617,2364.887602,5274.900256,2024.19173,4716.900837,2887.718998,1789.214883,2662.383486,3085.584016,2311.493114,2282.728375,3368.903582,3685.805494,2168.471067,6110.635266,2770.809914,3498.596147,3098.247911,2629.239674,3443.044637,3787.089801,11416.73555,2310.684305,4483.532232,7149.742142,3518.315696,3404.334441,2250.609909,5759.390073,3991.570234,3090.690902,4413.223135,4180.566944,4061.894224,4196.595038,2539.893665,4835.747658,2368.700284,12026.93115,3909.509086,2007.354823,2927.603302,3115.830304,2440.177404,4943.395048,2975.388427,3838.264473,3578.909105,2596.707995,4089.438023,3059.220379,2147.986771,5731.040778,2081.890915,3633.295869,5118.218196,5636.042972,5542.899729,3072.204398,8194.487082,6946.364178,3828.896421,1605.873274,5932.110203,4715.119547,2424.844633,5862.537748,4878.230289,4696.953727,5038.482634,0.280440771,3409.854548,0.278787879,10773.82977,10151.27987,9402.68265,7353.486488,8437.464448,8977.185643,108.0939
512.2219@13.416012,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,0.121763085,0.103581267,0.121212121,0.121763085,0.136088154,0.145454545,0.094214876,0.127823691,635.2066098,0.096418733,0.098071625,0.084297521,1619.672737,1184.526168,1639.845731,0.114600551,2058.225896,1406.685393,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,2549.317362,3422.087047,20950.20002,3273.14877,8865.654546,14632.19833,666.7085387,0.131680441,1798.884291,4708.566934,2295.661149,2627.418176,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,0.093112948,5682.543259,0.115151515,0.099724518,0.123966942,0.096969697,6756.964169,5406.882652,5361.782365,13096.9802,2878.892573,5037.920123,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,5112.387893,2287.596693,4457.79229,3858.063348,2976.274391,9976.291998,0.231955923,821.4104659,2064.539948,0.124517906,1275.108543,0.211019284,0.139393939,0.242975207,2163.674376,0.280440771,0.278787879,0.278787879,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,0.127823691,512.2219
324.1058@3.1690032,17215.97798,10393.32615,12431.02593,11753.30909,15388.33057,8623.969097,14615.83191,12601.3862,13983.63634,14885.05009,16106.3052,17365.23631,10365.1438,15804.12116,12928.47104,11452.23143,11955.71566,10519.57194,9727.477742,11769.44626,12141.75207,13850.9664,12702.50138,13700.26551,4336.087038,18912.15594,7579.453433,8190.235271,7201.256146,10767.88432,19685.53394,22852.33825,65396.18188,19167.36039,29702.23141,31818.11237,11713.34874,14820.37027,14046.9173,19951.65121,14119.47378,16751.38178,20973.14047,37263.94217,27735.3389,31945.24956,26442.51462,26870.36915,12059.33723,29303.72677,15281.1818,11990.57687,14194.21486,12403.49091,17510.70408,17814.68432,23422.99172,26784.73561,13729.09647,19337.99178,12074.32068,8945.820918,9685.150388,8999.60001,8521.06669,12125.83141,19363.06672,16310.95206,19533.00222,15455.51014,14625.65956,24298.38454,29987.95759,10477.47655,25528.09922,15983.61649,23882.15873,21136.11352,17046.06662,30061.37856,24106.81483,22092.56306,32348.59396,0.278787879,21592.2645,20078.26278,24408.38018,21325.62531,20240.58288,13844.07268,324.1058
595.8849@3.735995,801.3774114,1589.065562,2708.110199,2064.775758,0.126721763,0.083746556,2147.657293,0.103581267,1429.333331,2312.159221,4035.558119,0.145454545,1250.325619,0.127823691,578.5421471,0.096418733,0.098071625,1925.439677,833.8214924,657.732781,464.0440773,4405.818183,1058.644628,1234.447929,0.053443526,5661.788434,1158.158676,0.073278237,0.066115702,1816.236918,11633.39673,9665.682628,79210.01164,3061.833067,23930.46446,25519.40824,0.088705234,4712.052901,1064.856194,3545.067762,0.112947658,4816.381808,23474.99997,6209.295871,4246.003315,4770.981815,5172.883199,16242.70799,2067.107446,5604.301937,2765.93939,3442.390637,3247.93388,948.6545458,12186.94101,2317.43802,5142.3168,2826.867776,1074.67769,7805.162554,3104.509096,1928.77961,4688.337178,0.082093664,2664.054553,1237.791736,6410.02426,0.13553719,0.15261708,822.1443499,0.113498623,2706.581815,13500.53059,4040.407702,2796.055101,0.124517906,15639.48047,2981.069425,2188.484842,17386.57689,3398.801646,13834.42367,11211.45455,0.278787879,3695.932238,0.171349862,2735.744354,0.177410468,1815.263909,0.127823691,595.8849
1180.7153@11.0650015,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,0.121763085,0.103581267,0.121212121,0.121763085,0.136088154,0.145454545,0.094214876,0.127823691,0.100826446,0.096418733,0.098071625,0.084297521,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,0.18677686,0.186225895,0.560330579,0.160330579,0.252892562,0.300826446,0.088705234,0.131680441,0.104132231,0.153719008,0.112947658,0.127272727,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,0.124517906,0.12892562,0.168044077,0.18677686,0.104683196,0.14600551,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,0.157575758,0.13553719,0.15261708,0.121763085,0.113498623,0.188980716,0.231955923,0.077134986,0.187327824,0.124517906,0.172451791,0.211019284,0.139393939,0.242975207,0.183471074,0.280440771,0.278787879,0.278787879,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,0.127823691,1180.7153
231.1222@12.958988,1055.371902,0.088705234,0.116804408,0.096969697,1103.619834,0.083746556,1123.995038,1127.37851,1106.787877,0.121763085,0.136088154,908.3636335,0.094214876,1349.818177,0.100826446,0.096418733,0.098071625,0.084297521,1654.036373,1276.798895,1411.526171,0.114600551,1770.225896,1355.78622,0.053443526,1928.469423,0.073829201,0.073278237,562.0495827,0.093663912,5493.107453,7103.772991,18146.3058,2531.299181,8287.542149,19621.70577,1443.943799,0.131680441,1806.79834,2166.36198,2841.198337,2672.981812,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,568.3614346,4628.636921,1032.333332,1299.609919,0.123966942,779.6363639,3096.013215,4428.20827,3439.862256,6216.307455,2587.559239,3118.677694,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,680.6214878,3572.40001,4039.821485,3985.28981,1647.45454,2084.288713,5745.769689,1912.940497,1036.539942,2635.889812,1064.254543,1922.665018,0.211019284,922.2303004,3288.912402,2443.100821,3771.92837,0.278787879,0.278787879,1399.20992,1209.387326,1963.0281,1931.645176,0.177410468,0.127823691,231.1222
480.2947@10.1900015,1117.355373,696.6022026,1251.442427,802.0363639,1370.495867,1115.336633,2974.79393,1326.254543,1331.515149,2157.763629,1018.211568,1368.581814,2609.84628,1561.749857,2183.598341,2556.060612,597.7465544,1804.97852,585.1537224,507.2203846,2019.349863,2683.715703,575.7355374,732.1283715,0.053443526,1453.830304,0.073829201,0.146556474,0.132231404,1317.101931,5769.537205,5991.259494,26478.42151,5354.239686,10239.87273,12874.16858,0.177410468,4419.590641,1959.560323,3578.732225,1108.129473,2932.236357,10494.00825,9857.801658,7205.25952,9938.26115,4341.185678,7001.372452,846.5829232,11683.18239,2046.933331,5837.274937,4469.256193,2642.424243,3766.915692,2565.748764,1772.36088,5454.631419,780.0991766,2349.666672,2213.656202,949.4104664,1945.143797,0.164187328,1087.430306,2335.100827,3946.327283,2281.497519,2578.31295,2467.407154,1316.243531,5024.619277,8240.698076,2498.710736,5642.314059,2767.161425,7969.342166,4493.655653,4106.127261,9404.841337,6454.145441,4021.520656,7227.854551,0.557575758,6947.980177,3320.588976,5112.668874,4210.837458,3906.933326,2497.419275,480.2947
498.2849@2.363999,7024.931138,0.088705234,0.116804408,0.096969697,5853.911842,0.083746556,7240.763613,6324.154257,8251.636349,7945.163059,9117.361965,9473.59997,0.094214876,5339.579044,4516.218169,4211.473839,4444.115687,0.084297521,4303.507463,4530.710735,5642.137743,5859.182371,5792.528927,5841.776284,0.053443526,8031.473835,0.073829201,2421.332785,0.066115702,0.093663912,0.18677686,10210.76582,0.560330579,0.160330579,11594.36529,16267.49089,5908.566932,0.131680441,6969.778485,9474.009901,8074.966913,8521.418164,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,0.093112948,9293.401667,5919.593932,3251.517909,5963.429745,5172.751517,0.124517906,6779.038025,0.168044077,0.18677686,4559.685968,0.14600551,0.102479339,0.079889807,0.085950413,2408.956476,0.078787879,0.105785124,8595.127296,6418.49917,8850.72232,0.121763085,4824.485968,10157.14654,0.231955923,3940.7493,9349.531696,6080.582904,0.172451791,0.211019284,6246.242407,0.242975207,0.183471074,0.280440771,0.278787879,0.278787879,7857.834725,5791.282636,8397.329482,7455.320097,6069.566931,4822.915685,498.2849
220.1062@10.494002,0.137741047,0.088705234,0.116804408,0.096969697,2559.272726,1140.4606,1969.030848,1792.784569,2360.848481,0.121763085,3129.755366,4308.218168,0.094214876,0.127823691,0.100826446,3089.352624,0.098071625,0.084297521,1803.014886,2254.011015,2446.01653,0.114600551,2714.446282,0.095316804,0.053443526,3918.596146,0.073829201,0.073278237,0.066115702,0.093663912,6095.276049,9664.379047,26758.5868,5236.23638,15912,22750.60163,1971.739941,2652.702484,0.104132231,5379.242966,3520.5785,3758.745446,8460.950403,11736.80331,8065.107456,6075.828095,4733.709094,0.208815427,0.093112948,8133.890921,0.115151515,0.099724518,0.123966942,1639.951516,4414.782357,2766.485954,3909.041319,8215.753741,0.104683196,4016.61158,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,4434.496982,4469.067766,5074.823144,2879.088145,2827.1372,8104.815967,12079.10469,4532.374642,11134.57853,6803.035794,7599.260622,0.211019284,0.139393939,8213.776873,0.183471074,17553.90962,0.278787879,0.278787879,13252.43639,7560.298611,11587.66116,8520.847368,9303.404942,4718.867201,220.1062
1198.6654@10.627007,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,0.121763085,0.103581267,0.121212121,0.121763085,0.136088154,0.145454545,0.094214876,0.127823691,0.100826446,0.096418733,0.098071625,0.084297521,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,0.18677686,0.186225895,0.560330579,0.160330579,0.252892562,0.300826446,0.088705234,0.131680441,0.104132231,0.153719008,0.112947658,0.127272727,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,0.124517906,0.12892562,0.168044077,0.18677686,0.104683196,0.14600551,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,0.157575758,0.13553719,0.15261708,0.121763085,0.113498623,0.188980716,0.231955923,0.077134986,0.187327824,0.124517906,0.172451791,0.211019284,0.139393939,0.242975207,0.183471074,0.280440771,0.278787879,0.278787879,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,0.127823691,1198.6654
1218.7708@4.0800014,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,0.121763085,0.103581267,0.121212121,0.121763085,0.136088154,0.145454545,0.094214876,0.127823691,0.100826446,0.096418733,0.098071625,0.084297521,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,0.18677686,0.186225895,0.560330579,0.160330579,0.252892562,0.300826446,0.088705234,0.131680441,0.104132231,0.153719008,0.112947658,0.127272727,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,0.124517906,0.12892562,0.168044077,0.18677686,0.104683196,0.14600551,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,0.157575758,0.13553719,0.15261708,0.121763085,0.113498623,0.188980716,0.231955923,0.077134986,0.187327824,0.124517906,0.172451791,0.211019284,0.139393939,0.242975207,0.183471074,0.280440771,0.278787879,0.278787879,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,0.127823691,1218.7708
216.0746@11.779003,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,0.121763085,0.103581267,0.121212121,0.121763085,0.136088154,0.145454545,0.094214876,0.127823691,0.100826446,0.096418733,0.098071625,0.084297521,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,0.18677686,0.186225895,0.560330579,0.160330579,0.252892562,0.300826446,3460.036357,0.131680441,4384.279322,11966.10246,5437.526151,7073.563621,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,3852.70853,4288.452898,3305.595039,7874.699194,2349.928384,3133.132239,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,0.157575758,0.13553719,0.15261708,0.121763085,0.113498623,0.188980716,0.231955923,0.077134986,0.187327824,0.124517906,0.172451791,0.211019284,0.139393939,0.242975207,0.183471074,0.280440771,0.278787879,0.278787879,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,0.127823691,216.0746
336.9855@7.7919936,7944.628109,4847.297512,6024.65456,5158.400002,9477.90082,5360.198317,7441.55094,6359.57905,7613.575744,8051.096943,10001.66279,11119.99997,3195.580164,6176.440749,6894.008245,6106.29478,6803.718984,5359.214898,1739.702489,1819.650134,2259.129477,0.114600551,2670.721764,2263.678778,0.053443526,9574.279897,2543.046828,2755.188433,2556.561965,3949.245186,11409.07772,13969.54929,0.560330579,10916.58846,19413.04463,23530.04295,4276.656742,0.131680441,5515.780144,9424.666099,6455.297498,6502.490895,15696.6942,13681.1405,10129.02482,8325.183465,12747.55758,11973.47658,2909.779625,9244.874945,3959.024237,2883.634162,3583.016525,0.096969697,6951.710174,7609.834721,9293.173546,11415.98846,5913.135009,8344.214897,6900.343812,5391.922854,5318.095854,5895.063918,4270.066678,6476.482647,11140.92124,10538.15206,4829.567497,9857.574072,8248.966421,12355.55921,15424.83692,4152.561971,2292.705238,8567.205487,7489.063928,6494.540504,5358.303015,11953.40828,7352.419819,12314.99558,10759.5394,0.278787879,3450.171907,14594.0391,8210.726727,10746.81651,10239.9548,8996.359196,336.9855
529.9741@13.553993,4437.46557,1873.543247,2384.795598,2392.048486,3358.633607,0.083746556,4731.104668,4024.857292,4923.393931,4589.615963,5717.74379,4551.272713,1669.581818,3128.868308,2861.65619,2715.537196,2210.534428,2325.684307,1782.18844,1967.685946,2841.564739,2083.667218,2779.151516,2208.490349,0.053443526,5820.815431,1261.076582,1499.272729,1306.115693,2336.071629,8068.200021,8654.84847,30132.33722,5783.765307,13755.33223,19249.58345,2386.170795,3037.604413,3540.495854,5488.076024,4268.179048,4635.39999,7549.586768,13533.22811,10091.71903,9603.609911,8080.022595,10531.18843,2583.97742,9832.326185,3966.04848,3717.92948,3655.165285,2901.042425,5314.673264,3373.725624,4671.457297,7072.305804,2736.732793,5372.126735,3470.462815,2390.063356,2333.897515,1255.622591,1675.975762,2780.985125,5492.145469,3674.142147,5437.899177,2981.856189,2753.590093,7118.147649,12061.01213,4117.696958,9294.08266,5061.528361,9056.650708,5044.204965,4331.666654,9422.092577,8793.034693,8664.778502,10911.4788,0.278787879,8092.985138,5510.782912,8919.323972,6930.185111,5902.26886,3435.517343,529.9741
125.0476@12.877997,3884.573007,2576.088701,3813.547117,2588.99394,0.126721763,0.083746556,0.121763085,1787.294762,4017.333326,3260.937179,0.136088154,0.145454545,2638.487602,0.127823691,2623.201646,0.096418733,0.098071625,2280.500836,1621.477695,1242.925617,2881.234161,5493.033611,1916.561984,2394.739384,813.3570222,6132.154274,0.073829201,0.073278237,872.9256135,2520.21488,8018.3306,7883.873265,34063.61656,8236.342174,13253.3405,14787.42478,1614.612669,5080.758136,3020.459492,5355.723958,2257.371893,4902.163626,13061.77684,14988.45621,10782.58184,13153.65288,9907.82535,13291.51956,2471.683205,7340.361443,3268.34545,3476.795596,4636.487598,2260.460607,6906.012103,3818.261162,5285.490354,7250.490928,2380.181827,5611.28376,3573.864468,2580.360876,4505.434699,2158.488708,2930.357584,2738.77686,5598.981833,2470.978511,2342.824795,4029.992824,0.113498623,4028.690904,10921.18072,3619.482083,6927.944915,0.124517906,13122.71904,5131.777968,3742.448474,11412.3025,7525.799984,0.280440771,19549.72123,0.278787879,4585.649595,2678.026993,4334.609369,0.177410468,3101.134981,0.127823691,125.0476
326.1942@2.6349978,1008.264464,580.6644618,714.842977,618.2787881,644.6336084,607.162531,1240.035258,0.103581267,881.0909075,828.5977934,0.136088154,813.8181793,884.7719005,0.127823691,760.937188,968.0440793,0.098071625,693.4314077,611.3950448,616.1101916,0.08815427,1694.598348,643.1735539,673.6038539,0.053443526,1243.981819,0.073829201,0.073278237,0.066115702,1486.35262,1700.229757,1978.091457,9040.933892,2177.609924,3314.157025,2790.165287,701.4809905,0.131680441,977.4892524,1299.694213,1236.776855,1317.781815,3833.884293,3912.267771,2992.932238,4347.041319,2194.226448,3551.950413,647.9730051,5640.42976,2015.381816,5885.541603,1115.20661,1602.521213,1951.444623,0.12892562,1115.476583,2159.514055,915.7685986,1416.983475,830.4925633,611.1570236,927.4049563,0.082093664,726.8181838,0.105785124,1287.709094,1037.537189,0.15261708,873.1630825,0.113498623,1577.611017,2430.434161,832.3636339,1775.305788,1833.27713,3130.34491,1540.862812,1069.290906,3137.052898,1639.497517,2704.290355,4654.084852,0.278787879,1246.123969,0.171349862,0.205509642,0.177410468,0.177410468,0.127823691,326.1942
1152.6993@3.3239994,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,0.121763085,0.103581267,0.121212121,0.121763085,0.136088154,0.145454545,0.094214876,0.127823691,0.100826446,0.096418733,0.098071625,0.084297521,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,0.18677686,0.186225895,0.560330579,0.160330579,0.252892562,0.300826446,0.088705234,0.131680441,0.104132231,0.153719008,0.112947658,0.127272727,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,0.124517906,0.12892562,0.168044077,0.18677686,0.104683196,0.14600551,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,0.157575758,0.13553719,0.15261708,0.121763085,0.113498623,0.188980716,0.231955923,0.077134986,0.187327824,0.124517906,0.172451791,0.211019284,0.139393939,0.242975207,0.183471074,0.280440771,0.278787879,0.278787879,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,0.127823691,1152.6993
297.0897@17.224985,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,3345.927813,1301.809364,3347.151509,3489.121201,4237.376851,3937.745442,0.094214876,0.127823691,2093.056193,0.096418733,0.098071625,0.084297521,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,3799.707441,0.073829201,0.073278237,0.066115702,0.093663912,4336.024805,5570.388971,24721.22481,2997.219844,9828.41653,20282.01982,0.088705234,0.131680441,0.104132231,4941.758669,2793.873268,3522.654538,3998.966937,8621.5686,7660.995058,0.244628099,0.205509642,7224.596143,0.093112948,11514.08707,0.115151515,0.099724518,0.123966942,0.096969697,3831.789521,0.12892562,0.168044077,5951.27109,0.104683196,0.14600551,2381.107442,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,0.157575758,0.13553719,0.15261708,0.121763085,0.113498623,4952.239663,8040.288159,3814.556463,8560.881557,3627.580155,7126.052908,0.211019284,0.139393939,6551.583482,6866.038002,6223.261149,0.278787879,0.278787879,9124.961999,5190.35867,3396.663363,5692.392276,5745.083185,0.127823691,297.0897
110.0368@1.4810008,707.4380174,870.9079874,0.116804408,818.7151518,1327.157024,587.6495835,3875.597232,2852.317349,4080.96969,4270.231391,4774.244619,5979.636345,0.094214876,1005.205506,808.7289234,1305.798901,0.098071625,617.4793413,736.2148802,1104.236912,1064.022039,1297.278237,1247.911846,1505.242969,2408.806604,7602.009372,3206.992833,3999.233063,3253.553695,3270.462815,0.18677686,1060.370246,3133.928928,0.160330579,0.252892562,0.300826446,694.8280979,1008.408817,0.104132231,1308.456196,0.112947658,963.7090888,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,1125.176864,4564.077142,1760.551513,771.6683203,1306.859503,1043.490909,1067.865562,1426.561985,0.168044077,2135.606617,1075.933888,0.14600551,5464.710752,3306.559222,3605.361974,1929.283198,2988.660614,1480.991736,1801.24849,1801.695867,1585.844078,0.121763085,2030.717363,0.188980716,0.231955923,0.077134986,1329.090911,882.9564714,0.172451791,0.211019284,1553.406056,0.242975207,1486.482642,1747.146003,0.278787879,0.278787879,12815.04796,10856.72726,9979.548216,8671.646265,8051.77409,8250.124488,110.0368
140.0473@1.088999,21308.12675,13773.70521,18368.19398,16081.84243,12408.9752,6414.567457,4630.528359,3289.844621,4883.515143,4718.806596,5258.990623,4818.036349,4635.277684,3705.480978,4545.558665,2835.289263,3078.272166,3071.29588,2500.770262,2097.586773,2804.716254,5657.829203,2890.225896,2766.188969,1135.728371,0.15261708,1252.290907,799.1724527,1201.454537,1445.796146,6071.368611,7847.745441,11312.51406,6610.269442,9907.571901,13914.12561,1448.822587,6649.203868,1620.193382,2750.340491,1857.763079,2682.781812,10596.07437,16731.34216,13375.63639,24904.85287,11200.27549,14015.27383,2290.578521,6384.149872,3520.296965,2814.126173,5544.421481,1516.703031,3895.916243,5548.442982,4773.123963,6479.102497,3311.652905,3910.465574,5384.776868,3677.887045,4238.214865,1344.612123,3823.890919,4539.345456,5179.672741,3691.490907,3205.263914,4792.107973,2356.571909,5157.47272,5815.598901,2282.038561,5154.699733,2399.211013,4699.138853,5804.507445,13329.9636,20606.48433,15359.46443,13250.82643,19374.92123,0.278787879,0.216528926,0.171349862,4044.018735,2662.753714,0.177410468,1935.634153,140.0473
250.0691@2.578998,3479.889811,1154.498621,0.116804408,0.096969697,3531.228648,0.083746556,0.121763085,1240.592835,0.121212121,0.121763085,2192.244073,2427.781811,0.094214876,0.127823691,0.100826446,2174.049592,0.098071625,0.084297521,1896.525631,3383.093657,3084.253444,2125.038017,3963.856751,1729.904676,0.053443526,7396.892016,0.073829201,0.073278237,1433.057841,0.093663912,7587.249607,11834.84185,18833.83142,4816.170263,13646.08265,24578.72394,6574.033597,3460.82535,7798.254515,11306.03304,10340.80988,9080.909071,3569.00826,11954.28596,7091.123982,3428.952064,6021.432511,7744.128926,1694.190089,12784.97412,2883.278784,2419.217082,2390.57851,4430.351517,6325.011553,5252.429759,8085.104677,13348.38185,3899.344368,7539.432525,0.102479339,1564.002752,0.085950413,928.2330588,0.078787879,1729.480992,8268.157598,8191.05454,11256.42535,2535.472719,6430.377985,13442.00935,15336.92563,6362.17078,15693.76311,12665.9614,11361.12399,3880.855652,0.139393939,0.242975207,2798.851234,5206.663354,0.278787879,0.557575758,10956.79671,12046.9234,20798.1923,15562.62366,8521.91183,7709.94157,250.0691
249.0852@7.372004,2480.440774,0.088705234,0.116804408,0.096969697,2119.928373,0.083746556,3596.272715,2869.719002,3294.545449,3729.725057,3940.296411,3663.854534,0.094214876,0.127823691,0.100826446,1292.782372,1435.964733,1246.676038,902.1322366,1463.820934,1711.603306,0.114600551,1911.625345,1388.384567,0.053443526,3370.242978,0.073829201,0.073278237,0.066115702,0.093663912,5637.485965,6984.588418,20345.60332,3765.523978,10879.69091,18969.81486,1462.305782,0.131680441,2062.651232,3179.370242,2622.757566,2602.85454,0.20661157,6478.502483,4060.482653,0.244628099,3669.991187,4531.294766,0.093112948,4105.745461,0.115151515,0.099724518,0.123966942,0.096969697,3190.397788,0.12892562,3234.008262,5726.765304,0.104683196,3337.685959,0.102479339,0.079889807,1110.651237,0.082093664,848.8606083,0.105785124,3678.448495,2699.62975,5186.996698,2159.711839,2307.08651,7198.275472,7611.633613,2833.785116,6267.23968,3522.736079,5662.282106,0.211019284,0.139393939,3707.072733,2701.061151,0.280440771,0.278787879,0.278787879,8834.813239,8177.329464,13053.76695,10307.01596,6369.568033,4764.116787,249.0852
