Compound,119_1(raw),119_2(raw),119_3(raw),119_4(raw),119_5(raw),119_6(raw),173_1(raw),173_2(raw),173_3(raw),173_4(raw),173_5(raw),173_6(raw),212_1(raw),212_2(raw),212_3(raw),212_4(raw),212_5(raw),212_6(raw),232_1(raw),232_2(raw),232_3(raw),232_4(raw),232_5(raw),232_6(raw),281_1(raw),281_2(raw),281_3(raw),281_4(raw),281_5(raw),281_6(raw),293_1(raw),293_2(raw),293_3(raw),293_4(raw),293_5(raw),293_6(raw),318_1(raw),318_2(raw),318_3(raw),318_4(raw),318_5(raw),318_6(raw),345_1(raw),345_2(raw),345_3(raw),345_4(raw),345_5(raw),345_6(raw),346_1(raw),346_2(raw),346_3(raw),346_4(raw),346_5(raw),346_6(raw),372_1(raw),372_2(raw),372_3(raw),372_4(raw),372_5(raw),372_6(raw),374_1(raw),374_2(raw),374_3(raw),374_4(raw),374_5(raw),374_6(raw),440_1(raw),440_2(raw),440_3(raw),440_4(raw),440_5(raw),440_6(raw),639_1(raw),639_2(raw),639_3(raw),639_4(raw),639_5(raw),639_6(raw),649_1(raw),649_2(raw),649_3(raw),649_4(raw),649_5(raw),H37Rv_1(raw),H37Rv_2(raw),H37Rv_3(raw),H37Rv_4(raw),H37Rv_5(raw),H37Rv_6(raw),Mass
300.0133@17.323233,57144.0772,36544.25007,43664.40782,38628.46062,55491.3333,28946.24336,50598.28468,43077.99881,41702.18175,50864.58055,54069.18447,62123.49071,35677.47767,60891.88298,51021.50895,44238.36098,49322.672,43031.77703,27655.64644,33923.60875,36886.47935,48265.39726,34997.95042,40478.85437,21748.57569,70724.73889,31825.25836,31517.99563,29423.60309,41826.36921,76787.14235,80057.20868,241348.3886,69987.02335,104972.6678,117131.2891,36471.33437,50989.30036,41562.60976,60349.92882,47905.95851,53840.1817,106429.9585,148694.3059,98170.47625,120944.6214,95291.32733,101214.9256,40000.48444,93696.33513,52733.29084,42272.62483,53949.29746,41829.04244,53346.7084,58395.18355,72666.46,81699.18699,43093.98915,60939.48775,50061.05462,37758.9586,38900.64122,34621.6072,37775.63647,46299.18679,63871.75775,54042.87931,64282.16148,41402.7365,44000.12468,86960.98831,96408.07223,31753.0798,83109.8624,54203.01804,74082.01283,84961.85024,56945.90893,96922.32412,80613.15355,109754.7023,104312.1092,137758.8486,113581.1142,86026.36957,106447.0072,91354.32711,86735.97781,300.0133
569.1924@13.299155,2329.201105,806.0644614,1335.307992,2201.89091,2623.900825,0.083746556,1877.95206,1268.766939,1751.515148,1852.868864,2027.033054,2761.599991,2923.299173,1994.944345,3289.966933,0.096418733,1186.960877,1190.365294,6303.818218,4153.630846,6203.151517,0.114600551,9897.168047,5309.145983,0.053443526,9449.286508,1886.85289,2408.948763,1819.702466,2999.399454,6776.264481,10327.90191,50540.13723,5271.028115,25143.59008,45681.09748,4112.729469,0.131680441,4738.641304,11761.65618,6046.539923,5596.309079,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,3596.208278,35535.02815,3677.939389,4000.748213,1470.495866,2580.557577,20124.33493,17890.49258,22945.24241,33590.88439,7834.490389,18625.77691,0.102479339,0.079889807,0.085950413,1579.317908,0.078787879,0.105785124,14400.06064,8666.519003,12101.46612,7653.783997,7587.723443,24099.57683,6678.242979,3788.484837,8744.088169,3695.442414,5091.984033,0.211019284,2759.163629,6612.327283,12791.60328,0.280440771,0.278787879,12849.33334,4612.715711,5115.13608,6474.581271,4012.669965,2626.207158,569.1924
149.0574@9.797097,17470.66118,10110.26775,12480.7846,10063.61212,16792.15426,9541.747604,19408.06164,16339.2198,18934.78785,18769.17074,20559.1096,20773.2363,8945.419832,14420.04623,12452.67104,15101.96973,11346.5928,10797.33227,6701.047972,8183.752049,9623.008267,10443.43361,9660.650141,9935.728332,2260.874924,19431.96971,6233.620928,5716.728381,5786.446239,9373.790649,31821.17364,34216.21482,99671.04306,24010.30586,46375.43802,62845.05118,12194.13111,14916.36532,17259.08423,25166.72227,18178.47376,21084.12723,46592.76854,54982.87937,35424.56537,43537.19666,37340.48542,41983.59449,9439.604442,25877.78296,11847.59392,12292.74216,14316.19833,10597.43031,16271.25285,16542.05953,21253.03855,24529.40502,12599.4601,18296.38847,13637.74548,11517.95314,12284.54873,8640.850698,9601.012147,12499.35868,21945.26067,19530.09586,23137.97026,15537.94375,15494.60501,30896.0793,42419.63529,14171.31676,33875.98904,22717.29581,29495.29207,27128.00609,17630.40601,34374.67444,28630.11068,37435.47764,43494.81215,51890.50913,37721.93726,32687.72777,37263.62482,26401.51621,25803.99775,149.0574
404.0071@13.56617,21146.83198,8856.862794,10352.9587,11277.86667,19373.47657,8516.940999,22734.75089,18377.28481,21385.69693,22048.61591,23935.72888,24380.36356,8246.251237,17709.33327,15433.70574,17113.36092,12943.59114,13043.94551,9662.638072,11248.40494,12772.49587,9729.357579,13893.81819,11244.90464,2136.939387,24601.41544,6264.333876,7714.219844,6126.214832,11387.65842,30450.41826,37285.77625,106541.2563,20781.72899,51392.82645,77463.71232,10752.58235,12468.82096,14924.23135,24094.68591,18994.18175,19413.54541,27372.52063,58965.01987,42125.69265,39501.07766,34156.73005,40324.97355,11973.02153,43376.04855,17135.69695,15243.7901,15915.99172,14791.75758,20762.11565,18471.43143,27854.48207,32707.99017,13366.05515,22773.64744,15211.21325,9908.333313,9482.565265,8572.795051,7886.666688,13344.37025,21415.64854,18207.38842,23368.87991,12562.78453,13687.93393,33425.3972,45770.23859,16407.38287,38461.9615,24017.6363,31400.88436,19146.62371,17510.80601,37813.98849,36811.81976,34317.53715,35931.297,63661.49096,41560.56206,43250.24732,46046.49039,32595.44788,27267.10188,404.0071
414.3453@11.76014,3278.650142,0.088705234,0.116804408,0.096969697,2762.661155,4451.799424,10663.03688,8351.136071,9612.121195,9816.661676,10152.31238,13845.67268,0.094214876,6295.188958,0.100826446,11449.33887,2688.535528,3234.411583,4062.476056,2964.311289,2554.358128,6104.542151,3211.724519,2190.85674,0.053443526,3984.831959,0.073829201,0.073278237,2947.966921,0.093663912,4863.295881,7078.818721,12228.09423,0.160330579,7268.638017,15611.38842,1871.236911,3533.117912,2632.566932,3659.742142,3875.798884,3258.563629,8642.561973,22879.83968,16758.96863,33818.36692,21611.18844,34163.87438,1966.638575,9719.239684,3202.363632,4079.331133,6425.330571,3562.763637,4467.951503,21107.83143,6918.206606,7870.403327,12898.33063,5335.333346,1496.300829,1986.69972,1888.416524,1358.075484,0.078787879,2765.223141,3461.781828,5103.110741,4591.637469,0.121763085,2091.325627,6144.707981,6138.945458,2786.192829,5340.341607,7241.089788,4115.044637,6108.375214,13409.83633,19423.43805,12675.28262,10992.71734,18871.98789,0.278787879,0.216528926,3935.392281,4817.557028,0.177410468,0.177410468,414.3453
179.0793@8.770087,7222.038576,6948.901916,7441.375225,5709.672729,0.126721763,0.083746556,7870.522288,0.103581267,9281.818166,7064.328902,8634.385107,0.145454545,7235.325617,0.127823691,6632.666097,4226.225905,3917.765276,5874.272751,4343.563661,3715.515144,6809.741049,14858.19064,4068.231406,5924.320636,2310.68429,7821.320116,4245.695862,0.073278237,0.066115702,5145.333342,19393.78848,16512.46388,63661.3984,21947.97362,25342.11075,18948.15535,4008.944345,14707.38846,7865.836333,13619.65783,5484.85122,13714.90906,44138.22309,29862.8777,18763.19673,42517.58675,25999.64134,25920.25895,4740.93886,0.213774105,5737.539386,6426.547113,12892.19007,4069.139395,11825.83909,9579.302492,13761.6336,11742.47441,0.104683196,12334.10747,7661.86778,5639.581256,10774.39997,0.082093664,6668.448503,5978.023142,13589.17579,6168.704128,0.15261708,8831.963607,0.113498623,9240.212109,29087.96861,8206.005486,15015.0744,5681.378497,25114.84413,13940.56696,10449.94543,48874.21991,17395.44294,43912.25725,49737.15155,10131.98789,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,179.0793
291.0443@10.98212,9978.099186,5079.084288,6565.342165,6348.121214,7168.396689,1015.426992,7494.396119,5445.474369,7437.33332,7181.099701,7976.943235,6225.163617,2675.796693,3969.564724,5561.889241,3012.892569,3731.625331,3943.438032,3353.752085,4955.0055,6873.476586,1875.094215,6616.242426,6075.969671,1254.105781,13723.63307,3515.968039,3537.726726,2216.462794,5773.443536,22128.76204,27323.06331,81980.28602,22572.94222,41932.62149,53501.68259,5935.267207,8001.561997,7596.029723,15024.03468,8277.369117,11151.38179,14048.5537,31480.83969,22584.51906,11709.85784,19792.2226,21301.26171,5593.574125,17613.27606,7608.981808,6800.61378,3994.214871,5905.066669,14286.06387,5461.547114,17492.71624,20461.96534,3565.928389,13054.49865,5513.388438,2945.696964,4160.687593,2176.795595,3242.672736,2721.110745,15239.30913,4371.074378,10743.78458,10016.4749,6822.28873,17169.46499,16122.7923,6426.732764,12538.03859,5692.585109,11756.21104,3111.057304,5320.527258,38834.97031,22226.78673,41606.75367,26264.0485,28184.89699,14080.87606,16624.36361,16895.97522,10791.34654,9180.282077,291.0443
200.0796@9.399076,9796.694227,4350.814317,2457.798353,5060.363638,7519.796138,0.167493112,12474.99335,10711.4424,10890.66665,12446.37902,12484.59116,6505.309071,0.094214876,4547.455631,7685.596673,2171.446286,5001.652875,5025.986797,7956.049632,11355.77684,12245.06887,7285.157027,14485.50965,12393.37681,5054.314584,25719.48817,6756.331671,9471.358689,6300.033012,12292.45181,8128.902501,9153.561417,21817.59175,3817.631417,13862.05289,26072.62807,8729.748194,8458.229767,11053.53219,15694.557,14780.44347,12764.05452,5637.603299,16535.63803,16547.83805,4245.520658,9264.785681,8453.266116,20970.99126,52063.40063,26733.92118,20498.27495,4763.429746,21832.3394,17926.46937,13162.53225,28075.46003,34512.25464,8325.873311,21903.01658,7730.426458,3953.746548,1450.757021,6122.873836,4409.600012,4892.350415,10280.24245,0.13553719,12611.66502,2588.196135,7081.746582,15987.01265,12194.38678,4899.768581,14011.55925,9749.378486,8013.489824,3507.1405,0.139393939,8439.743815,17785.1355,5189.276027,14021.63637,31689.53942,22628.78847,20902.62697,24516.68376,15612.29859,14103.77739,200.0796
263.0129@11.082097,11543.38844,5802.475472,6433.002771,7075.87879,7485.074375,0.083746556,12328.0253,11366.28317,11550.06059,12296.24514,13237.29474,3299.19999,4232.980164,4135.99117,7562.689235,2461.473835,5547.617611,5249.206633,3875.246303,8180.316788,9484.870526,11081.18568,10510.54546,10341.77792,6198.59392,20812.23858,7340.39448,9023.262269,6114.314005,10514.99175,12020.77193,15282.0694,32039.14218,9332.522342,18538.28926,25233.62312,10689.51293,15714.34879,13120.45284,19712.92559,16081.3746,15540.38178,11971.6942,25500.2182,19598.84632,6705.011565,17053.80662,18199.72617,13140.37856,34997.60005,16601.27877,13660.7631,8108.181808,13492.55758,15280.09032,9781.457864,19746.85949,22826.18684,5495.239691,15891.82373,9356.158692,5876.294754,6530.082628,6276.963643,6290.818199,6357.685952,15118.44853,6483.963632,16025.7091,8215.111819,9977.777447,19736.957,17399.4777,6207.515133,14606.69975,10104.25452,12582.42757,11771.49974,0.139393939,7405.155384,23976.18342,4511.450683,24456.94547,26211.91517,17974.28268,16948.0435,16574.55814,13190.82312,12459.35976,263.0129
282.129@0.630001,29739.25623,14268.32559,15691.38737,17269.91516,31038.08813,6362.309606,27428.59605,23023.73328,27842.66662,27149.88035,31469.29691,29932.65445,5885.885948,28020.35913,23434.18341,23636.28105,20563.16797,20242.19512,21403.82492,26140.42419,29336.15428,15050.37576,28543.03031,32166.94311,3988.650676,26714.85677,8586.705222,10544.95814,10478.08257,16450.84851,33493.01331,37377.77184,108627.9274,24346.67941,44222.56364,51619.71235,21160.10134,21743.33778,27669.07923,38899.36357,33489.09354,35699.99992,35688.42971,70098.98185,45930.07613,38913.48096,40635.62702,38508.27934,22667.22984,39834.66673,29020.25451,23566.4992,22958.80163,24224.9697,34177.55032,39240.31741,54315.7107,55742.24643,30918.91472,46357.77146,16071.32234,11216.36912,12214.06939,12904.22095,10117.70306,14388.15207,18198.89702,12602.38346,16819.77577,10237.23137,11748.12897,24374.16581,46447.31793,15810.04954,35594.15984,23534.50682,28378.83918,20196.65567,18076.8848,67195.03647,33009.93216,78003.19825,28203.57578,28578.82426,26267.7736,21278.39721,25189.11131,20687.65726,20068.84955,282.129
354.0926@2.3460052,0.137741047,0.088705234,0.116804408,0.096969697,0.126721763,0.083746556,5724.447915,6642.873815,3387.393933,3606.622578,3625.252334,0.145454545,0.094214876,0.127823691,0.100826446,0.096418733,0.098071625,0.084297521,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,14922.91078,19729.70245,44862.86781,5814.388447,24516.41653,53026.67764,1578.332229,0.131680441,1559.796688,3126.337185,3823.730014,2174.581814,0.20661157,4338.461159,4320.614885,0.244628099,0.205509642,2791.026997,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,0.124517906,0.12892562,0.168044077,0.18677686,0.104683196,0.14600551,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,0.157575758,0.13553719,0.15261708,0.121763085,0.113498623,3004.415423,0.231955923,0.077134986,0.187327824,0.124517906,0.172451791,0.211019284,0.139393939,0.242975207,3075.892556,0.280440771,0.278787879,24484.54547,7687.209931,11057.03524,13532.1934,6858.511282,0.177410468,354.0926
255.9563@17.065212,13007.43803,8268.658387,10678.60939,8813.478791,10544.39118,6897.366352,12474.87158,10266.8716,12305.57574,12743.11566,14151.94322,14097.74541,9361.284294,10189.20988,10285.30576,8778.347127,8455.539364,8217.153752,6940.204998,7412.016514,9377.322317,12829.87549,8620.694218,8975.697482,5225.921746,19815.03858,8034.167482,7376.700284,6593.785076,9971.17908,21694.69262,23664.28316,87769.06123,21156.74221,39031.18513,46867.55698,8467.180701,14780.4711,10549.63632,17597.29088,10563.76856,14727.99997,25782.85121,40664.71738,27401.20006,31928.61485,24890.5058,32140.87052,9439.976894,28273.76313,12235.99998,11153.38954,13461.6942,9721.115155,17486.79665,14958.07936,20724.37188,25201.9885,10910.29205,17168.78792,10785.23307,7607.98621,9227.292538,6328.025902,7815.678809,10352.23802,17324.66671,13418.99503,15341.98458,13064.44844,0.113498623,21293.78014,30042.93115,10935.58124,22793.67497,12258.41429,25555.80336,19582.37854,14209.53935,30664.44302,22051.02144,31465.45451,37250.52124,32461.78184,21469.70913,20318.66664,22343.21379,18721.41705,18697.64404,255.9563
281.111@9.513096,6883.05786,2383.154817,2916.489263,3691.248486,7808.088149,3593.732211,14707.15422,12002.89364,14759.99997,15193.47598,16342.82641,20112.4363,2281.319007,6817.860031,5339.466101,7715.81269,3862.256736,4172.305802,4738.016556,5312.592276,5866.402206,4607.973555,6562.468322,5133.85838,0.053443526,9704.920117,2207.123964,2693.561436,2868.826425,4260.396701,19668.16369,26751.72227,74314.40337,14490.99839,38623.01653,45789.09417,7165.431392,6500.40497,9184.671039,17324.59336,12086.86773,12041.78179,6106.818174,23916.73886,16891.85789,15751.11404,11959.63362,12432.24408,4047.340511,12711.00828,5189.993933,4833.946561,5670.495861,4013.28485,9926.94102,10078.88927,12508.865,17759.49096,7135.520689,10247.98074,4628.991743,2602.330573,2504.079332,3234.408268,2394.284855,4107.31901,15434.86065,14589.76528,19507.05731,9832.369114,10886.90142,31926.59114,25626.02646,9417.796116,24946.44632,14237.37737,16219.43585,8810.055107,11563.42421,27202.04632,24305.14706,23405.58675,20577.05456,47257.89095,28736.20336,23648.33715,28615.57357,21033.60768,17858.84735,281.111
204.0897@10.346118,3359.641877,0.088705234,2069.657305,2150.787879,2203.311293,0.083746556,3456.245168,2526.036358,3890.66666,3895.201089,4347.063903,2839.127264,0.094214876,1868.782362,3490.91404,0.096418733,1893.763079,2361.595051,1090.333891,2040.944899,3327.55923,0.114600551,2866.336089,2749.889795,0.053443526,4993.325623,1306.333882,0.073278237,0.066115702,1883.955926,5686.421503,6525.541587,29431.36366,5763.082662,11618.39008,13943.90742,2133.272172,0.131680441,3596.31073,6545.816518,3624.490345,4913.10908,4305.99173,18855.95703,12722.07937,6614.743797,10961.67879,14140.35427,2441.700835,8710.653456,3335.593935,2882.836366,0.123966942,2433.939395,7070.375738,0.12892562,7197.327818,9812.135563,0.104683196,5968.851254,2765.91736,0.079889807,2757.289249,0.082093664,1974.739399,0.105785124,3789.539404,0.13553719,3034.180167,2420.65013,0.113498623,5231.553161,8220.749867,2740.683188,5680.716263,1587.229748,6816.846846,0.211019284,4106.266655,23142.17359,10923.13386,45415.98066,15917.67274,10879.41819,5208.386786,5016.60991,5212.957579,5016.635804,3091.377405,204.0897
322.1813@0.62600034,15391.46007,7190.268858,8885.544925,9797.527276,16825.86225,7720.427505,21103.36908,17494.66883,19832.72724,18254.59994,20311.83743,19593.30903,6879.287601,10882.39776,10239.22807,11508.34713,10296.44184,9726.838056,6280.423176,7216.845715,8611.261711,7093.659506,10034.95317,7339.679858,4153.844615,23094.16916,8051.074369,9712.517367,6830.942099,12046.67771,25679.20337,28394.04844,86299.31412,17126.83311,40352.54876,58644.61152,10300.00825,12268.00829,12778.1702,18995.21154,15452.48204,17308.70905,20709.91733,38642.34052,30218.29097,31639.70907,24512.36806,31123.31295,9592.40279,36070.10474,14014.97574,13339.4507,13389.91734,12729.69697,17474.34486,13866.85291,21955.29475,22133.24469,10474.07718,17873.1185,13293.51738,8916.421469,9378.565265,8159.371359,6758.896988,11950.65124,18829.67278,15653.59668,19868.14933,11182.96525,10632.09701,28273.97186,39136.53115,13597.04679,30287.53724,21791.75421,24672.33283,21820.23804,15457.53329,30503.35046,31595.55365,27067.86278,31738.60608,49784.82428,32736.14221,31960.17626,31902.7003,25939.00712,19523.13495,322.1813
687.2642@7.7790623,5718.319566,715.4077122,0.116804408,1377.260606,9156.661151,0.083746556,3498.862247,1741.201098,3714.424236,4848.484282,4741.311285,6835.490888,0.094214876,3139.222027,2833.323959,5963.595055,1117.918453,2220.733893,0.069421488,0.079889807,0.08815427,0.114600551,0.08815427,0.095316804,0.053443526,1725.793941,0.073829201,0.073278237,0.066115702,0.093663912,2721.525627,7647.73883,22543.21985,2750.150422,15553.39835,22518.06279,0.088705234,0.131680441,1150.55702,6391.021477,1574.15151,1967.763632,10203.92561,27305.11241,17464.95541,14420.33718,11596.70359,10011.86446,0.093112948,0.213774105,0.115151515,0.099724518,0.123966942,0.096969697,2663.064456,2262.000003,2023.586775,5343.685965,775.8071656,1093.58127,1753.114052,0.079889807,611.1074364,789.0842984,0.078787879,769.7983473,7992.872749,6497.923963,8532.210474,2354.167485,3788.924532,23262.77022,15142.54657,6988.121192,15821.70802,6322.396677,8531.190101,0.211019284,0.139393939,7837.894227,2649.689251,5910.56969,0.278787879,37519.55154,21155.52566,27093.84018,22809.51517,13226.1278,6645.618721,687.2642
392.0551@9.398099,11840.63362,3354.388424,2400.21378,4762.472729,11094.87052,0.083746556,13852.49913,11666.77243,12378.42422,13372.75257,14284.62917,10517.81815,0.094214876,8758.734955,8457.019811,4046.404968,4826.30081,5550.23308,9542.955426,11594.40769,12396.16529,5316.663363,11242.75482,13586.83851,3266.78897,15217.60166,5994.709634,9833.646292,8212.760271,12533.44906,9804.290935,15619.13827,31456.95871,6029.391754,18917.12232,21223.60659,8287.730013,3786.471081,10776.12393,14303.55369,13602.96414,12388.85452,7616.94214,24571.30414,19378.03641,6820.720656,9703.137747,10903.50634,12925.38076,9179.460069,13106.43029,10363.97026,7573.264454,11258.08485,11019.46113,15332.47936,21315.21486,18472.97856,11770.36919,20289.8017,8155.920674,3754.741039,3593.157015,7829.847391,3746.60001,5681.401655,9625.987905,4982.211567,13594.97687,3548.054534,5705.916274,18485.33772,18832.50139,5836.033041,16737.9284,8860.569673,10508.69479,4299.93995,3185.430294,15526.11573,16956.21319,9113.203294,10978.94546,29040.2182,24488.55541,14692.39392,20974.72508,20310.3052,20499.60217,392.0551
95.9883@0.90900123,5126.85951,0.088705234,3060.041881,3240.630304,14690.60054,1478.126713,4989.72946,15101.32008,6260.484838,25961.59441,23236.50794,5980.218163,21605.26115,3136.154259,21367.14044,3365.303038,15931.73548,17940.9571,15572.9753,0.079889807,21101.92838,46264.93004,20053.86227,4505.053424,1049.310189,38183.41986,14839.37408,0.073278237,0.066115702,4386.000007,44140.04144,0.186225895,107695.5373,0.160330579,90096.51571,0.300826446,17260.08702,28006.45459,24066.72883,13853.31072,4586.352601,32434.30902,57543.80158,80285.27607,58119.38856,26899.55039,45466.74769,0.208815427,0.093112948,27923.1736,6598.527264,10100.09918,6926.652884,5549.963638,41033.13267,4633.97356,40741.61429,52427.51749,22045.96703,25478.83753,0.102479339,12852.67215,0.085950413,0.082093664,0.078787879,4036.125621,11425.81821,5759.652889,0.15261708,28058.1112,0.113498623,11170.8391,81959.30583,25984.77127,18489.81821,8418.90466,60189.98635,37592.87443,7354.563616,80209.51748,52311.63956,0.280440771,49522.48489,17792.80001,0.216528926,0.171349862,0.205509642,0.177410468,0.177410468,95.9883
200.045@1.3390018,321709.229,264120.3665,246919.0287,378141.4789,1069399.509,834499.8432,726979.315,510739.2364,593351.5141,681524.7901,286662.6198,607140.5072,330549.9718,925035.1261,418483.5922,585342.4118,551725.6598,417213.2992,574827.9702,592410.7206,470202.8872,357428.6899,778698.5788,725741.8597,183935.8352,159298.5031,111826.802,558948.7318,450439.8645,470051.3121,364059.1051,300828.3797,707690.7973,209672.3147,314764.2446,461640.4425,712789.7546,486496.6813,594779.4572,405340.2687,654600.1244,297911.9812,328780.3715,613947.154,624760.1865,543016.6475,534066.1271,443577.2149,419651.1178,844405.1495,258199.5209,154079.4663,205683.4708,192565.1395,189612.3808,429991.6964,361801.2504,437914.0375,476113.4123,430191.8027,230516.0004,182579.5258,151162.1946,441185.3884,261896.1098,476914.5654,336977.1767,958665.7945,819452.6871,302735.4183,571108.9541,798433.5091,325354.831,81106.43502,463060.706,1061200.118,197314.1657,917904.3427,581821.2408,461966.8173,427035.1628,690645.1325,363779.9882,686239.7096,571708.9018,435445.2357,375733.2785,601065.0689,778172.6972,200.045
686.2438@3.4210138,7957.851249,3108.674926,4520.096981,5018.08485,9661.267211,3966.906865,7877.828073,5931.99558,8377.939379,8727.612644,9541.412653,11318.69087,5346.694213,12448.62144,8885.633033,10047.989,9073.390602,7277.910773,1892.152077,3619.247927,1605.377411,3422.660056,2181.465565,1920.824234,0.053443526,0.15261708,0.073829201,0.073278237,0.066115702,0.093663912,18122.77195,25325.60436,55394.28104,14700.87112,30472.03637,45471.12062,6196.681532,6118.663372,8948.08261,11785.32891,10758.60327,9672.472707,9253.099162,24776.38514,16644.63144,16785.15701,16801.44078,13597.85179,0.093112948,2314.959783,1515.854543,0.099724518,0.123966942,0.096969697,2313.293658,2179.100829,3923.325066,7861.251261,3861.135001,2231.986231,3889.91075,3190.079883,2990.902472,5612.251246,2915.860614,4369.560332,9128.993964,6200.419831,7567.975763,5871.537722,5110.275501,11092.22313,8084.127828,3519.823681,9383.063376,6012.845163,6203.608278,4648.121769,8172.109068,12218.98018,13186.06609,11436.93552,10038.03637,41249.73336,27270.086,26545.00657,28659.75814,23807.59775,19348.74046,686.2438
196.0947@1.6900054,4740.08265,3900.546549,4011.647393,3783.563638,6023.085395,3506.552046,4361.066652,3179.426991,3989.454538,4322.711281,3705.272169,6140.945435,2858.950412,3966.241308,3329.4909,5454.311307,4113.025881,3799.204974,8022.138889,8268.435245,6696.991738,5060.760332,8613.465567,8839.013185,2879.483737,4321.35262,3131.096414,4814.600006,3569.586751,4518.534443,0.18677686,3168.819829,6644.400006,2947.196703,3962.320661,0.300826446,5064.093104,3845.068877,4447.279322,4692.426438,5596.104663,3630.454538,4984.090903,6495.138846,5799.940508,5827.530574,4676.782923,4743.45124,4250.699189,8580.465026,4844.539388,2975.280995,3309.17355,4818.327274,3104.853986,4844.251246,5319.603302,4540.91902,6369.76311,5242.473842,3268.271079,2793.107432,2790.466108,5835.874386,2990.551523,4347.557026,3028.448493,5252.066113,4438.715155,3458.802193,5257.02922,5776.762527,4105.851793,1157.33333,4771.052349,7674.163065,2689.385681,12305.58955,5749.16362,5411.05786,5189.84627,7135.815418,5613.115156,8882.181825,9615.183488,5325.725061,6696.737194,5305.105225,5654.426436,196.0947
555.3527@5.9010415,11011.708,8239.829186,13907.43364,10008.14546,2536.842973,0.083746556,7771.5289,4008.802195,12741.45452,7155.894742,10543.42973,3273.018172,5151.952064,0.127823691,10150.60162,554.8898084,5583.707969,9816.867808,2486.330593,4014.622581,10052.67218,12451.34987,5970.95317,7890.229718,375.3338831,15345.18954,4402.287597,1873.577964,0.066115702,7761.74106,27926.87611,25039.37516,112867.3885,27994.68108,38263.40331,37914.3603,2972.334981,9443.331146,4916.603287,6060.37189,3172.134975,12246.05452,41102.89251,56670.71408,33399.56701,23328.22478,50759.64852,47894.95041,6881.419309,13200.76476,8207.654535,10726.9675,8361.198337,5672.339396,23861.24181,3102.337194,25876.09915,25309.38519,856.5179097,21654.80722,11068.07605,8069.509625,15158.47269,0.082093664,8748.527296,7574.320664,21259.49097,2848.585122,6178.244633,12062.94707,3649.207727,11250.39998,37905.30911,9944.93661,16674.04961,997.7619808,34501.56757,5785.515709,4395.648472,38586.40667,20037.60988,25442.14763,80924.03643,10157.35758,7489.085964,7329.490347,6232.079894,5702.859494,5246.737181,555.3527
641.1921@3.6450143,1462.94766,0.088705234,0.116804408,1117.478788,1708.589531,0.083746556,5164.215961,4605.533875,3902.181811,3574.111834,3748.68429,3999.272715,0.094214876,1445.046827,1487.895864,0.096418733,0.098071625,0.084297521,1275.758685,1323.454543,1691.504133,0.114600551,2063.426998,0.095316804,0.053443526,1957.619285,0.073829201,0.073278237,0.066115702,0.093663912,16989.97029,16488.44074,74224.75048,9920.775237,28027.57686,43374.66112,3700.604952,0.131680441,3609.535523,7871.335524,6284.181796,6163.309078,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,0.093112948,9389.172466,0.115151515,1505.441324,0.123966942,0.096969697,3022.174097,2965.676037,3772.589529,2832.657859,0.104683196,2973.256206,0.102479339,0.079889807,0.085950413,0.082093664,0.078787879,0.105785124,3001.345463,2038.885949,5819.136643,2355.872169,1996.213781,8853.935525,0.231955923,0.077134986,0.187327824,0.124517906,0.172451791,0.211019284,0.139393939,0.242975207,4810.244618,0.280440771,0.278787879,7057.515157,3421.590089,2823.503026,3577.306338,2348.737186,0.177410468,641.1921
505.156@3.6410162,1879.614327,0.088705234,1129.148212,1574.59394,3025.608813,0.083746556,0.121763085,0.103581267,1222.909089,1371.782916,1569.232504,2394.618174,1952.32066,3112.251228,2707.795034,0.096418733,1224.914596,1141.557029,7706.895912,6561.269959,7911.140498,0.114600551,9987.966945,8224.50575,0.053443526,3487.452895,923.6033045,1081.147109,1184.595033,1536.931132,7328.190102,8570.860591,22412.66283,6956.904153,11537.97025,16737.3818,3813.171894,0.131680441,3695.75701,6652.036352,5036.110175,4942.890898,0.20661157,0.302479339,0.201652893,0.244628099,0.205509642,0.208815427,2764.523426,10830.22371,2969.987875,1958.888707,0.123966942,1843.684849,10589.74983,18372.41655,19184.07987,24612.33395,10660.30858,15415.84577,0.102479339,0.079889807,0.085950413,1148.572453,0.078787879,0.105785124,10836.48488,9472.694209,10109.05015,8143.880414,8112.654575,17596.75039,2497.237467,1219.889804,3454.325075,1361.354266,2026.8259,0.211019284,0.139393939,0.242975207,2581.621482,0.280440771,0.278787879,5866.812126,2948.474385,1856.918454,2355.551517,1855.536085,0.177410468,505.156
